entry_id,posting_date,policy_group_id,account_code,description,amount,dr_cr_flag,source_metric,export_status
334f7320-3aac-433f-9e2f-441a4347960c,2022-03-24,GRP26631,AC47868,About decide whom.,38154.8,DR,RA,Posted
58ec5416-45ea-4064-b120-f0bcda4f3d5e,2022-07-21,GRP07315,AC76425,There special join.,7198.76,DR,Claim,Posted
15bb848e-1a62-4f38-81e5-5d0ded2b70c7,2018-10-18,GRP08624,AC51465,Simple particular blood according.,-42345.7,CR,CSM,Ready
65d93439-524f-41fe-8796-c62a4c4ab6d9,2019-07-19,GRP27482,AC78841,Politics somebody its culture.,-23017.67,DR,Claim,Ready
dfa0d386-f250-4744-8986-e33faa5f4afe,2022-01-03,GRP28677,AC57750,Season include few animal.,-47153.84,CR,CSM,Posted
3eb3e1d6-46a2-4ed2-bfa5-f083dc6947bb,2025-09-09,GRP18340,AC28767,You rule goal after music.,-18439.56,CR,Claim,Ready
3d228409-5d67-48a0-913d-ae73b9d8c39d,2022-02-09,GRP73377,AC69832,Form indeed town concern improve.,46096.97,CR,Claim,Rejected
5e942dbe-6bc9-45da-afcc-7ea3808114e3,2018-06-13,GRP90390,AC97762,Number boy impact environmental discuss.,8527.98,DR,RA,Posted
dc1f638a-914c-41b8-841e-4f641c85719e,2021-06-24,GRP22636,AC19264,Heart report.,6916.3,DR,CSM,Posted
a285bcb3-6779-4267-bd04-5f4d1e25f750,2022-05-13,GRP78105,AC36718,Goal military painting.,11555.06,CR,Claim,Posted
325aad0c-ccfe-441b-9d6f-0b3bdffc2f98,2021-11-24,GRP73402,AC57486,How industry realize someone.,-28575.44,CR,CSM,Ready
46e6d69d-ef7d-48ba-85e1-9c974a5ce9f5,2018-09-30,GRP40425,AC68973,Represent strong spring.,12160.3,CR,Claim,Posted
0c0ed51c-4718-404c-b94f-c050586f6009,2018-06-20,GRP01920,AC95390,Mrs face.,11353.03,CR,Claim,Ready
78144fd4-116b-4026-93a1-c56749aaa196,2022-07-22,GRP72197,AC37287,Will art.,37630.33,CR,RA,Rejected
643db8b9-eaea-4f05-9114-c3c99dd29d4a,2022-01-30,GRP59959,AC13021,We base support order wait.,21196.13,CR,Claim,Ready
54e9bc67-0670-4861-87e2-58d0de264c26,2019-02-12,GRP18317,AC74973,Seem visit sure manage firm.,-24801.6,CR,RA,Posted
b47c5240-d774-4479-9fc1-0d04644b8d02,2021-03-07,GRP41546,AC66311,Serious affect consider law.,-181.55,CR,Claim,Ready
0f33596a-a1cc-483c-8955-9b9c85876e1f,2025-06-30,GRP02808,AC03719,Really wait two too avoid.,35395.37,CR,RA,Posted
6b41e8fe-2acc-43ef-913f-b316222a6c2b,2022-04-15,GRP90154,AC74298,Pretty bring position.,5834.01,CR,Claim,Ready
32878cb0-c0b7-4838-97e2-699b3d893488,2019-05-07,GRP03342,AC23124,Bed at.,16653.79,DR,Claim,Rejected
5c883b24-c4b7-4d99-b5e2-428c723b78b8,2020-02-22,GRP07647,AC45321,Model opportunity body course.,-27720.09,DR,RA,Ready
dacd919d-4821-4542-a737-f8a4c96de0bf,2019-06-30,GRP48935,AC69282,Hundred future think address.,-9517.4,DR,RA,Ready
296e4f00-9c1d-4a2f-be5f-a29bd9ebb076,2022-05-16,GRP67008,AC52530,Board fine do debate.,34281.82,CR,Claim,Posted
e25e44e5-e5fe-4ab1-bb6c-59ab970742dc,2025-12-22,GRP47961,AC19837,Manage in.,49700.06,CR,CSM,Posted
dbd793c1-0c2e-4d8c-bb82-a28dbb565aab,2024-12-06,GRP29178,AC37818,Whom often door scene.,-25829.68,CR,RA,Ready
815fa71c-befc-4017-9abf-f983f5c881e8,2025-05-04,GRP75541,AC62145,Threat expert almost between.,-33308.1,CR,RA,Ready
b67b90f3-a3d3-4bdc-b1ff-07068ac50155,2022-08-06,GRP66530,AC17390,Site message sign.,-11557.95,CR,RA,Ready
f35bdffe-b221-474c-a57e-2b8ecc9aa821,2022-06-09,GRP39244,AC42977,Song middle hot quality media.,6999.1,DR,CSM,Ready
7b3e26a5-ef61-44de-bdef-d3a23384b582,2025-11-21,GRP88587,AC37663,Form protect commercial call already.,12504.67,DR,Claim,Rejected
96e59241-67ca-49d7-a6b7-e94969b0ba78,2023-04-03,GRP27678,AC36648,Better national.,-6440.96,DR,Claim,Ready
9f1fd44d-2264-4844-9e92-2881f3fc7b32,2022-02-15,GRP11744,AC36772,Police expect.,-47917.15,DR,CSM,Ready
622bd1b3-4bb8-4f7e-884d-666fcd430145,2019-08-07,GRP74130,AC88468,Keep three occur hand happy.,20821.03,DR,Claim,Posted
848814a8-5741-4ba7-b6aa-4e0ed94a019c,2019-12-12,GRP50731,AC53935,Standard fine common pull.,39190.62,CR,Claim,Ready
9047c78b-8bc1-4c2e-b60f-55f235620649,2020-08-05,GRP99950,AC36944,Develop power fly talk.,-16258.65,CR,CSM,Ready
e5e8423f-33ac-4ed4-bb49-600f83036f28,2023-01-30,GRP03569,AC68069,Herself follow maybe.,-37230.75,DR,Claim,Ready
e682fac1-a423-41f6-a690-6abb925e60c9,2020-12-23,GRP89205,AC13998,Nation position but.,5736.38,DR,Claim,Rejected
87479d8c-3b29-4626-8cc2-0743346a9409,2023-03-02,GRP72047,AC19717,People step like.,-15971.13,CR,CSM,Posted
7da9ae1e-8d74-417d-a708-e1171ee6b713,2021-07-30,GRP53824,AC37551,Successful case.,48003.71,CR,CSM,Ready
2360bb2e-d58e-4d5f-97ba-0c3e78c7bbb3,2020-07-31,GRP18995,AC17109,Including near statement chair.,-18187.63,DR,Claim,Rejected
210dea91-1365-4c08-ac0b-f9563f80d2d5,2025-08-28,GRP19880,AC93286,Family style sea scientist.,41590.31,DR,Claim,Ready
c5882541-eb9f-4866-8329-cc82f7e04336,2020-05-23,GRP82180,AC45085,Senior partner table view describe.,-5594.59,DR,Claim,Rejected
e6f8efe4-f458-43db-90a6-baebff484452,2022-12-24,GRP00919,AC61824,Test tough help much glass.,-21567.01,CR,RA,Rejected
8512fd27-8327-4c1e-befd-9218df23a204,2023-04-19,GRP70984,AC62108,Them former rich officer leave.,-13718.54,DR,RA,Rejected
bc9cf192-7940-46e2-b8b3-764303d98296,2023-12-30,GRP96194,AC31189,Choice realize color participant trouble.,-46431.33,DR,RA,Ready
3564bf36-612c-4cca-950b-74dce5bd9777,2021-10-09,GRP95656,AC68031,This single machine Democrat.,-27134.77,DR,RA,Rejected
e6497e58-f345-477b-8cd9-e55eb09b2aee,2024-08-06,GRP61772,AC84764,Play add show especially skill.,24201.56,DR,Claim,Ready
8a99aaee-f1e9-423c-92a8-0f2d9b30bbbb,2022-07-23,GRP06002,AC43514,Probably fire truth.,-44919.05,DR,Claim,Posted
c95aa05c-6669-4abf-aa35-810366d8ad57,2023-06-25,GRP10808,AC81168,Foot large artist.,-21129.85,CR,Claim,Rejected
cc36862d-7c3a-478b-b45e-7643d7cd6ff8,2025-05-07,GRP72401,AC96949,Form use its tough.,994.83,DR,RA,Ready
4eb3df52-daa7-4665-8bc6-0ed05a9c3cc1,2020-02-07,GRP74816,AC94676,Decide yes cover little born.,21033.02,DR,RA,Ready
3776a123-270f-4760-8c48-0d49f65cc82f,2022-07-06,GRP77062,AC74136,Would firm happy front herself.,44159.55,CR,CSM,Posted
a4f90de3-5e34-4074-a65b-4f41eb601e01,2018-07-22,GRP35172,AC45405,Realize station.,17987.25,CR,CSM,Ready
00e5f3e4-dfd1-4cf5-8cc7-af4a5e86f857,2019-01-31,GRP27991,AC72340,Score study write.,37006.25,CR,RA,Posted
9db72c77-c578-400b-8bad-205bc3a7992a,2022-11-15,GRP95830,AC51712,Boy interest window.,-3347.22,CR,RA,Posted
7554a237-22ba-4c6b-8dad-353aa7eb87cc,2023-11-25,GRP73974,AC61082,Open close news look.,-22885.03,DR,Claim,Ready
4204eae1-3a29-4a70-ab2e-b88a15058130,2024-05-31,GRP91076,AC23433,Despite enjoy stop people.,41403.14,CR,RA,Posted
e00b46a2-1339-4ad1-8576-f691c3146246,2025-03-08,GRP85271,AC29512,My can almost white.,-44518.85,DR,RA,Rejected
fe10db15-174a-4bbc-96bb-e887cce3bb00,2021-07-20,GRP73058,AC37588,Entire customer throw religious per.,-7814.37,CR,Claim,Rejected
dbaa7614-1ae0-4841-ad2a-3e023fbcf163,2019-06-20,GRP05555,AC99731,Parent reduce.,-33021.84,DR,CSM,Ready
83329325-9b57-40b0-a0d4-d91b37646986,2020-02-09,GRP30408,AC91083,Billion current staff.,48705.62,CR,CSM,Rejected
71e2e3a0-79c3-4f21-9f7d-6fb023d9cc01,2023-11-23,GRP28594,AC22856,Stand owner.,-20097.77,DR,Claim,Posted
7bbe3354-67b5-4306-850b-c1c88136546e,2023-03-14,GRP78277,AC90991,Agency understand.,-48688.4,CR,RA,Ready
baf49a96-2e78-4e81-8e0c-09b78aee62d5,2021-09-10,GRP96074,AC48481,Fine place leave amount.,-42046.34,DR,CSM,Posted
4c1e49c0-c9b7-4072-9607-7746896d4767,2025-01-29,GRP42842,AC37880,Left main general campaign.,10686.42,CR,Claim,Posted
9d7a6a52-79b6-497b-a2ea-ae474e3f40ae,2025-04-08,GRP33851,AC23012,Adult along all head.,48641.97,CR,Claim,Posted
4c7f85ec-6626-4aab-85a2-b31a28568f2c,2018-12-12,GRP28266,AC95900,Certain school special learn.,-17334.27,CR,RA,Ready
83f1c0ec-94af-4589-b332-bcfc6935cab5,2019-12-29,GRP33698,AC32834,Yes goal.,30435.04,CR,Claim,Ready
e7837940-fdb4-4d67-84f5-707e1ee4a4f9,2019-12-28,GRP29257,AC54394,For Republican adult listen.,-16706.32,DR,CSM,Posted
b14d97a3-b4c1-4f16-8ec5-0e503f148424,2020-04-26,GRP72582,AC13619,Never away final throw.,20055.83,DR,CSM,Rejected
318e183d-b506-4f82-bb43-6a5ae1e6dbca,2023-05-06,GRP47935,AC08975,Care system environment government.,-49959.34,CR,CSM,Rejected
00cb9b6e-719f-4a04-a614-0fd387ae0bec,2019-01-31,GRP11583,AC76142,Debate purpose they.,-40100.4,DR,RA,Ready
309c98a6-f4f7-4343-bd18-6efa0db3aec3,2019-09-15,GRP15894,AC69953,Effect activity bed.,14579.45,CR,Claim,Posted
8b38d4e9-0a7d-4cd8-a2c2-31c85226a504,2024-12-02,GRP64024,AC68261,Explain fish participant new for.,-48406.09,DR,Claim,Ready
3334948e-c4e0-4460-a626-61c85eb22c39,2018-06-30,GRP58107,AC78802,Trial kitchen sea.,-17872.11,CR,RA,Ready
43a61dcd-b8ca-4207-91c8-bb7c7f239fc7,2025-01-16,GRP12835,AC07968,There agree tell turn town.,19104.55,DR,RA,Rejected
51a775e7-d967-4d71-b052-8ad761705950,2025-08-18,GRP48401,AC46574,Peace reach rise capital.,-39250.55,DR,Claim,Ready
9cf14e21-f54c-4664-a0ca-cc94a121f904,2018-08-01,GRP73616,AC80586,Position local major benefit.,47399.6,DR,CSM,Rejected
fe20e5a4-efb9-4f90-a93d-05f095be2c6c,2021-06-29,GRP42020,AC55899,Those serve year.,28146.11,DR,Claim,Rejected
cb756664-0fe4-47b3-8e16-ac7be038c4b4,2022-06-16,GRP19954,AC77152,Catch cover.,-3633.45,DR,RA,Rejected
19080e58-8443-4db3-9132-473e84da24f2,2023-09-22,GRP31519,AC95094,Doctor nice figure pull need.,-24610.77,DR,CSM,Posted
c9b43486-acd8-4b85-bd7d-2ba3bfceca8c,2019-09-03,GRP50117,AC09777,System plan.,-13340.5,CR,RA,Posted
661d6ecc-41df-47de-b8a4-d64a510d0662,2020-06-01,GRP52191,AC56559,Wife let control.,-12915.09,CR,RA,Posted
670a98a7-078a-425d-9510-1be39c187b0f,2021-05-13,GRP31159,AC24730,Sing tax alone spring.,11745.24,DR,CSM,Rejected
a9ab13a6-c23d-48d7-bf18-9b74ad557485,2024-11-07,GRP33235,AC24135,Word anything government.,47160.05,DR,CSM,Rejected
e5830bcb-a9c7-434f-a4c6-966322c2a77e,2022-09-06,GRP78759,AC36036,Measure against put anything yourself.,28107.52,CR,CSM,Posted
dc6bf38a-1f6c-4b02-92b2-986ce7948f15,2023-06-08,GRP34466,AC90071,Good security.,46748.04,DR,RA,Ready
c507df6d-ed93-47e7-98c9-4e42df63b474,2019-04-30,GRP35922,AC84150,Deep usually improve heavy school.,14863.19,DR,CSM,Ready
7770a3e1-86e8-4317-b953-35827b23f36c,2021-01-25,GRP22053,AC27482,Few sell process.,-13956.98,DR,CSM,Rejected
c3306663-f209-4239-9275-f72627ce21da,2024-07-23,GRP50534,AC03442,What month local.,-46754.76,CR,CSM,Posted
9eb7863e-73cd-41d9-8a23-0560fa047860,2019-10-02,GRP35892,AC23710,Level clearly let piece job.,-25306.21,CR,RA,Posted
780217a2-1c91-4121-9165-05b67645f178,2022-10-05,GRP01115,AC31815,Stock personal.,44578.84,CR,CSM,Rejected
42151a5c-e31f-4f1a-b1d1-c4fe40bd5a12,2020-06-10,GRP45576,AC92617,What son support.,-35836.67,DR,RA,Rejected
e1bb2c7e-8599-46ba-839c-7c0b5c1e7dfc,2020-02-13,GRP68136,AC47766,Develop company red address make.,3080.09,CR,Claim,Ready
96184bec-4d4b-4214-ac4b-52a670c6b071,2023-05-11,GRP74256,AC63926,Else husband song.,-49960.99,DR,Claim,Ready
8cb8c595-60a7-48e8-9d90-8efab586ea5c,2023-05-07,GRP37930,AC39659,Goal performance short rest hope.,29137.92,DR,RA,Ready
73f5f7a6-e7df-4acc-9374-bd6d62963e19,2018-01-30,GRP59130,AC94471,Appear respond whose election.,12015.97,DR,Claim,Ready
803dd60d-bf6e-4844-8f59-d7a40b9529e9,2020-10-28,GRP76733,AC42749,Over little central should late.,24831.37,DR,CSM,Rejected
501b5b6f-534b-47ac-bb0f-33d6263cb28a,2021-06-22,GRP88639,AC07057,But into.,-2051.34,DR,Claim,Ready
54dfe9c0-7992-4298-b0ec-10044e11a7a1,2019-07-30,GRP37570,AC54365,Paper know manager sister.,-26745.57,CR,CSM,Ready
62354cbe-cdf5-4ad3-8d9f-5cba84dc48f9,2022-01-11,GRP62785,AC86502,Radio choice nice.,-22721.6,DR,RA,Rejected
b026e52c-2a65-41b1-bb2c-512289a4235a,2018-04-25,GRP33150,AC32412,Maybe all respond.,-11078.92,DR,Claim,Ready
d6511f5d-754a-459f-bddd-67378a0e51f0,2023-03-21,GRP77879,AC01553,Education cold have early.,28877.03,DR,CSM,Ready
4fd2ecf8-2143-4a36-a4ba-b5d815ade564,2021-05-20,GRP60688,AC42903,Its assume southern might structure.,19410.44,DR,Claim,Rejected
fe50b79d-15db-47d1-9a78-137de9414f9f,2023-10-25,GRP44028,AC37040,Pattern base oil end.,-20262.06,CR,Claim,Posted
73f80cc2-793c-4752-91f7-4d1b0fa2e60b,2021-08-15,GRP71250,AC08390,Per rest me several rock.,-37106.82,DR,Claim,Ready
5cdb5a6b-96e3-4a7b-aa2c-3c8928002470,2022-10-08,GRP28913,AC71792,Medical century happy no chance.,3536.03,CR,RA,Rejected
2b20c574-72b2-4e43-bbe5-32d4cb506b6a,2025-04-13,GRP23713,AC25510,Civil number seven movement.,25844.64,CR,RA,Ready
82f0644a-0bea-461d-99e1-3f7fe7e04302,2021-06-25,GRP93768,AC36116,Result democratic.,-9640.83,CR,RA,Ready
25b78523-b9e1-40e1-bbaf-e189c70b3a46,2022-05-29,GRP61454,AC21910,New mouth move way customer.,37875.96,DR,Claim,Posted
8d650499-a7d3-4a52-9cca-7331912b2d13,2023-02-09,GRP00648,AC89507,Local focus.,7991.2,CR,RA,Rejected
ad0f74d6-d830-4bfb-8f6e-c2bed798f15b,2025-03-07,GRP49404,AC10208,Administration choose own.,-9297.57,CR,CSM,Rejected
3f982ff6-fe23-4499-8557-2a2277f5e373,2022-12-09,GRP37822,AC55808,Sport black.,-24982.25,DR,Claim,Posted
1908ad06-f553-45b1-9b86-0389d3256626,2025-09-08,GRP00264,AC96800,Catch believe cause natural.,1060.33,DR,Claim,Ready
1fa4a04b-7666-4f30-848b-195ec6ed7c06,2021-04-14,GRP19634,AC06902,Contain shake control husband training.,-8352.12,DR,Claim,Posted
227e3cb3-29c1-456b-a181-85a28b1fff98,2025-09-10,GRP29479,AC59839,Single where power.,-37080.12,DR,RA,Posted
ab67eeff-6c44-43f5-ba35-734e1e388d57,2024-06-14,GRP16688,AC53344,Add usually look could.,9468.79,DR,CSM,Posted
62bbd45d-cae3-4c07-877a-d80df48afb8f,2023-11-18,GRP91888,AC56614,Reflect why food rock himself.,48308.75,CR,RA,Rejected
d2631eef-3694-45cd-b64e-598207c42a0c,2022-10-30,GRP22372,AC47670,Manage to whatever chance offer.,-48334.17,CR,Claim,Ready
7b3b0cd0-11dc-45cb-a460-625286dd8838,2021-09-25,GRP46517,AC34474,Image positive at and.,-38441.15,CR,CSM,Rejected
0aba1e7e-6be7-4614-aa9a-09dd43bc05b2,2018-02-11,GRP74650,AC26133,Doctor the.,-4736.38,CR,CSM,Ready
f41dda92-1473-4989-9aa1-ff8a3547ee31,2023-11-25,GRP12529,AC04190,Eight return today.,13135.7,DR,Claim,Posted
6739b966-8670-4ff5-aba4-503b549ce6c6,2023-12-10,GRP75179,AC05725,So morning organization he.,247.87,DR,CSM,Ready
dffefc49-bff4-4238-8528-60fd8cc41065,2022-12-08,GRP72103,AC30112,Idea trouble law.,43954.03,CR,Claim,Ready
a246a029-6d57-46c9-bbf1-582cfc5671b1,2025-03-19,GRP42175,AC77927,Once since contain leader run.,2190.4,DR,CSM,Rejected
3c735fd4-7d8d-4868-ab55-6f5469f37c8f,2022-12-21,GRP80246,AC56212,Sometimes assume into.,-37922.84,DR,Claim,Ready
96df36c9-2e6f-4399-9ea3-19a104a73fae,2020-02-23,GRP04467,AC53321,Trouble answer more really.,41879.82,DR,RA,Rejected
6e564863-8ced-42ef-b3da-49045c75bbe0,2023-12-29,GRP62148,AC04344,Place natural throughout American.,48498.56,CR,CSM,Posted
24eaba0d-deb7-41b1-a6e3-91d0e25da764,2018-01-15,GRP28060,AC63395,Amount then each.,-1690.49,CR,RA,Posted
d48deefb-fd5c-49e5-a5d3-f2253486c9c8,2023-01-10,GRP13270,AC81876,Increase result occur sport.,30760.67,DR,RA,Posted
c45af454-0edb-4da5-ab9d-61128951a067,2019-07-10,GRP74437,AC65959,Every wrong they six possible.,32719.57,DR,CSM,Ready
faa1935e-4156-4aaf-8750-5ea9fcaddc1a,2020-03-03,GRP32018,AC50959,Effort audience nothing ability tax.,-42256.28,CR,CSM,Posted
31d476ca-7a58-491a-bfda-9b076cf9352a,2018-09-11,GRP18753,AC59097,Deep be account best.,-16971.49,CR,RA,Rejected
ad3a2ed3-eb06-4ed6-b974-b805e73e0bdc,2023-11-20,GRP86649,AC97597,Project but.,-30523.45,DR,Claim,Posted
a5a3b243-7fd2-47b5-ae25-a1f0067b3818,2022-08-20,GRP85213,AC15523,Data ball theory.,-14946.39,CR,Claim,Ready
87711eff-d29a-4d19-9e6e-637c279199d4,2023-08-12,GRP15246,AC55683,Black color cup college.,16727.34,CR,Claim,Ready
a041ed1e-e334-46a5-9a01-766530242c94,2022-07-07,GRP37622,AC03828,Simple job mother green cell.,-26455.32,CR,Claim,Ready
6a3d8faa-9328-44db-9eba-c7a3b721b750,2023-10-22,GRP96959,AC59041,Child door paper evidence.,-18431.88,CR,Claim,Posted
8c09dac6-cf26-4e17-bc1b-fedaf76188e6,2021-03-08,GRP73023,AC09688,Window past win official.,8025.03,CR,CSM,Posted
e1e3f354-630b-400f-9711-7ac8ae82e005,2020-06-08,GRP16733,AC89539,Become bad think notice mission.,-6268.73,DR,CSM,Ready
cb3ed43e-1aae-42b8-bcf1-ce4fe79dc10c,2025-01-04,GRP99789,AC61028,Old want buy white quite.,16345.61,DR,RA,Ready
e04edb50-74d4-46c6-bef6-55f128435fae,2022-09-25,GRP29546,AC23304,Each say first each.,-38228.55,DR,Claim,Rejected
760fd2e8-1b47-4118-b315-c71321a45093,2023-05-02,GRP12960,AC34912,Happen image behavior.,25032.47,DR,Claim,Rejected
6c70304b-7010-4c70-9cb6-48a301482235,2020-11-22,GRP47752,AC55235,Season reflect get move.,26380.89,CR,RA,Posted
9893cb5b-a300-4d76-bbe7-67806eeaf40c,2021-09-12,GRP96322,AC55642,Voice read effort.,29565.66,DR,Claim,Ready
a6feb8ee-1072-47b6-b0ab-b4ce764bbf81,2024-12-24,GRP80894,AC07513,Create hit character second positive.,-36735.87,DR,CSM,Rejected
12ac2219-866c-48b6-894b-dc324b23e2b1,2021-09-09,GRP04039,AC68328,Ahead skill page describe father.,9076.55,CR,Claim,Rejected
13c8f733-12b1-41b7-9444-cf2ecdfc363a,2018-12-11,GRP20412,AC05635,Always test light move page.,43450.63,DR,Claim,Posted
b9c0a993-36bf-4dd9-ab4c-5f3b06e550a1,2023-03-30,GRP36556,AC12544,A positive analysis start.,-34164.68,DR,Claim,Ready
b475888a-1b8b-4b1e-bf03-bdc0d550a4f9,2018-04-17,GRP66494,AC26846,Pass financial together owner.,-39917.18,CR,RA,Ready
be413e33-c167-49f2-b0cb-1120b026d8de,2021-07-30,GRP97185,AC10708,Bring everything soon.,-38023.97,DR,Claim,Ready
9010d846-2405-4ee9-bf48-8d9e8e52e401,2020-08-05,GRP13272,AC50528,Worry think case room.,17431.59,CR,RA,Posted
e0d1ae62-b6e1-43bf-9baf-bcc9c273fe7e,2018-01-03,GRP14210,AC81337,Everybody listen.,-41058.42,CR,RA,Posted
7e504c8a-24e0-4e15-b36f-e8ca7cbcae6c,2020-03-06,GRP62862,AC72210,Management our.,49967.83,CR,RA,Ready
36636dd4-91b5-4851-9b79-889c906cfac5,2022-11-07,GRP95373,AC97014,Structure everything second five.,-4939.51,DR,Claim,Posted
fa2df733-1d86-463a-8194-9c6f4ac14f62,2020-12-28,GRP51091,AC66005,Billion science strategy exist.,-25417.22,DR,CSM,Ready
626f6e31-06d8-44cb-bb51-de2eb67555a4,2025-03-08,GRP27747,AC49639,Respond skin people today.,23729.73,DR,RA,Ready
9718148d-36f6-46cf-9413-2d3379a49208,2020-10-06,GRP78531,AC93262,Information trip model down.,26228.82,DR,CSM,Posted
4c351bab-1c7a-403b-8732-4228a8def838,2019-10-05,GRP10053,AC56270,Into blue meet Congress.,31636.0,CR,Claim,Ready
bea1f45c-5a28-447b-b39b-4045887a81f1,2023-02-07,GRP23400,AC03171,Summer authority but campaign agent.,-23428.89,CR,Claim,Rejected
16925d75-53bb-4630-a085-42677d608702,2018-03-21,GRP34903,AC85209,Recognize success.,48138.23,CR,RA,Rejected
5ebb2078-d28f-4d2d-a9b7-72837001921d,2021-11-08,GRP04161,AC91313,Garden should improve.,35488.58,DR,RA,Ready
66b46eab-f242-4d04-8a65-0a7c69880a5b,2024-11-01,GRP15789,AC52871,Beat claim.,-26011.5,CR,Claim,Posted
58b40ba9-fe6e-451e-a635-26da0e4d2f0f,2024-03-06,GRP29894,AC03912,Great put appear.,12421.89,CR,CSM,Rejected
d3ed379b-cd1f-4b63-beb4-68bf6d7e3257,2024-05-05,GRP81714,AC90628,Understand challenge.,-33618.31,CR,CSM,Posted
9c530b85-554f-4387-a24e-29c753c86048,2025-12-20,GRP50930,AC93476,Book beat certain.,-44540.38,CR,Claim,Ready
f5f01136-f62c-4758-a272-97dad730c594,2024-02-02,GRP18619,AC59807,Themselves strategy.,44691.53,CR,CSM,Posted
4f83a334-ccc4-464b-8b78-220d140b3128,2019-04-19,GRP32193,AC69764,Have arm force moment although.,16137.27,CR,Claim,Rejected
3785ae92-ad12-4f37-9b20-affa7e7933f6,2019-07-13,GRP98385,AC76644,Tree pick.,24331.36,CR,CSM,Rejected
1d6b01a9-e62b-41fe-a3d5-68c1e6ee9722,2019-06-24,GRP90473,AC35945,Paper glass movie wall.,-36339.02,CR,CSM,Rejected
fab7ba8d-2a78-4d2c-932f-fbd26b8b0525,2023-12-10,GRP87445,AC61551,Position owner.,29395.12,DR,Claim,Rejected
a28e2ef3-186f-4b1a-b60c-b4952dc2e556,2022-09-27,GRP87579,AC05688,Win throw into process support.,15533.03,DR,CSM,Rejected
601cfa5d-8032-46cd-b4d7-0205e78706ae,2022-01-06,GRP72695,AC10854,Watch early goal likely.,-44721.55,DR,CSM,Posted
41f0e0a4-f552-4811-ac76-19d55c488361,2022-02-18,GRP74502,AC42023,Need argue technology story.,40381.33,DR,Claim,Rejected
2a8c56ad-35b8-421e-926f-f0ffb0cf328a,2019-10-27,GRP35859,AC60784,Benefit I record bill research.,48180.3,CR,CSM,Posted
e4a0fdfb-a009-4d86-887b-501b33d3f301,2018-01-06,GRP46002,AC39269,Project while you surface.,43382.18,CR,Claim,Rejected
7e32c768-15e1-4ff7-b307-e612b9dfba42,2023-09-20,GRP98947,AC89927,Wind political group.,37263.52,CR,CSM,Posted
0b3a8aca-51ec-4221-a7ca-381013f39576,2025-02-14,GRP19279,AC24080,Player sit first number.,-3784.94,DR,CSM,Rejected
6547c702-95ab-4624-8cdd-df95705ddbb5,2020-04-13,GRP66835,AC98492,Court prevent evening them.,7730.22,CR,RA,Ready
