claim_id,policy_id,claim_incurred_date,claim_paid_date,gross_claim_amount,recoverable_amount,net_claim_amount,claim_status
3202dbf4-f165-4bfd-b4fe-e462d06e1f40,POL52824235,2023-12-21,2024-02-04,6120.3,2175.16,3945.1400000000003,Outstanding
cf6ea0e1-d0b9-4e3f-9139-8e01b9fbbe66,POL51829286,2024-10-05,2024-10-24,7804.22,5407.61,2396.6100000000006,Closed
a7c6d517-04e4-493d-ba16-8144e95eb4ac,POL91358448,2020-11-09,2021-02-26,5930.85,4583.11,1347.7400000000007,Closed
5aa6f5ea-6764-4daf-96f0-369ea3f62208,POL97151016,2018-05-13,2018-09-28,3560.46,2015.87,1544.5900000000001,Closed
afb49843-bed5-4dc5-9cfa-78cc79201966,POL02687044,2025-03-18,2025-09-10,1203.2,866.19,337.01,Paid
40a404b4-21f5-4674-9c2e-b5896c0a2325,POL37991884,2021-02-16,2021-05-19,6397.81,1365.23,5032.58,Paid
5b29be2c-b6d5-4b06-a45e-07ecf50697cc,POL49805904,2023-10-19,2023-11-14,932.76,269.37,663.39,Closed
0a748d36-9db1-4714-9b4b-889965876172,POL35229453,2022-07-08,2022-11-19,338.95,142.55,196.39999999999998,Outstanding
26bac23b-2434-4c8e-af06-822d4e94fe46,POL35550037,2018-01-23,2018-06-03,441.85,246.19,195.66000000000003,Closed
8e3985ac-b499-4f8c-881f-e112d3be26c8,POL57938527,2023-02-10,2023-02-24,3306.43,2021.6,1284.83,Closed
af4e71bb-66a3-4ced-9f94-c0c7509aaa54,POL18002245,2019-02-15,2019-03-23,3034.59,623.86,2410.73,Paid
156124ba-3720-48ae-9776-03b4d0c2db66,POL11544361,2025-10-12,2025-11-21,1141.27,552.81,588.46,Closed
be922a5a-1131-41e3-bdce-f74a9abcdd77,POL85167465,2022-02-20,2022-07-26,8167.85,5371.18,2796.67,Paid
8c53a250-c702-4beb-8a03-e97f6e402a2b,POL96360882,2021-01-11,2021-05-31,9353.42,3829.0,5524.42,Closed
86cf1119-cc1e-4819-bef8-81861daae0d6,POL18904045,2023-08-24,2023-09-13,8366.11,4232.97,4133.14,Paid
8de9f9fd-b6df-4c3f-a2a8-8dfcdcba86e9,POL80067032,2023-04-13,2023-05-17,7068.8,1495.68,5573.12,Closed
97d66a57-3aee-48a2-aa30-2d86c93696d7,POL74355780,2019-10-22,2020-02-28,4083.62,2873.91,1209.71,Closed
7fb87af6-9214-4e69-990e-0c03e4f5854f,POL61223246,2019-02-22,2019-07-09,1265.2,941.35,323.85,Closed
9f2cdd59-c066-4522-926a-02c821858cd7,POL27331800,2024-11-01,2025-04-05,9326.26,4932.6,4393.66,Paid
ddd8f78b-410b-4be5-8085-448d6d937f67,POL34438047,2025-06-16,2025-12-01,7967.22,3747.98,4219.24,Paid
69192655-1fc8-43d9-8995-6df883d8a65a,POL84366220,2020-01-04,2020-05-01,6067.89,1630.08,4437.81,Outstanding
cfee72c1-cabb-42a5-98d1-4efc0e9797fc,POL35282626,2018-12-17,2019-05-03,7266.64,2282.0,4984.64,Closed
0a96a503-44ba-4c9b-ba06-666ea54a3bb6,POL93420633,2022-10-09,2023-04-07,2594.62,1659.92,934.6999999999998,Closed
1ab1aa3b-350c-4795-9a94-eb2432d2177f,POL13709363,2020-06-21,2020-11-18,3532.43,1467.97,2064.46,Closed
869659c1-a660-4a95-a83f-29e9d26d410a,POL18009778,2021-12-04,2022-05-05,5322.61,3522.46,1800.1499999999996,Outstanding
5ef8e677-570e-4591-a343-4266b5af89fe,POL66442459,2023-06-23,2023-10-06,3907.11,1886.93,2020.18,Paid
7d2e4c7f-9e90-4a27-9662-9c9e8ba6c9a9,POL38569589,2021-02-06,2021-04-13,2133.31,1092.34,1040.97,Outstanding
176cea47-b157-4524-9690-3751de11e37b,POL34502665,2025-01-24,2025-05-09,2589.68,1125.42,1464.2599999999998,Outstanding
a5d7daf5-6bae-4e4f-982f-4db40e9974ac,POL26743766,2021-05-07,2021-09-21,1566.55,634.0,932.55,Outstanding
c649d384-0be6-47af-b32b-98753d55f523,POL02778036,2025-07-22,2025-09-20,724.2,269.41,454.79,Closed
f3402063-fb26-48ba-b804-e97f32bab99e,POL33656379,2023-10-29,2024-04-01,6035.84,4606.05,1429.79,Closed
748a1ec9-8cc1-4539-954a-73513de3babb,POL30457874,2023-11-20,2024-04-07,8002.96,4047.9,3955.06,Paid
9e37dd44-f229-45d3-be51-c258fdd3b6a4,POL29187927,2022-10-04,2023-01-18,9282.55,4582.43,4700.119999999999,Outstanding
cc03d05f-2046-43a7-ba66-73d18909c631,POL70466000,2023-06-21,2023-08-12,1834.6,877.3,957.3,Outstanding
22809530-3e67-4926-96b6-0ed378aeb2f3,POL79866091,2020-06-08,2020-11-22,850.15,286.48,563.67,Paid
cd4e5075-7968-4218-9815-340f82c12cc2,POL51449175,2024-02-04,2024-05-23,1808.77,942.9,865.87,Paid
d370169b-db4d-4af6-8061-e0935b7d56f7,POL31119712,2023-09-13,2023-09-16,4249.99,1370.92,2879.0699999999997,Closed
93d2ee2b-c567-4e6d-87cb-e1aaabe321ea,POL64736146,2023-08-04,2024-01-22,4082.18,2942.44,1139.7399999999998,Outstanding
1762925d-007a-4756-a1da-c853dc5597c2,POL79070363,2023-03-14,2023-07-31,8334.48,1850.79,6483.69,Paid
9935272f-701f-4b56-a8ce-81ecd42585f7,POL83592980,2018-09-17,2019-02-16,3072.09,1788.7,1283.39,Paid
58649646-39c8-4c71-b72b-ff87b4b94d67,POL13469415,2023-05-01,2023-06-12,3037.65,1539.15,1498.5,Paid
07f4abaa-79ca-4e88-a80f-b8228059aac2,POL50105671,2018-08-08,2019-01-14,8920.41,2719.58,6200.83,Closed
1f2efce5-4f11-4fa0-8549-3530b5f9af2b,POL25957409,2021-01-17,2021-03-14,6187.91,2583.03,3604.8799999999997,Paid
d2411939-3faf-4604-a412-40aa6b024bb5,POL52364214,2025-11-24,2026-04-18,3948.47,1145.71,2802.7599999999998,Closed
c76014e4-6a3f-45be-b787-60618a70ae10,POL97722210,2018-08-05,2018-10-11,9170.78,3658.45,5512.330000000001,Closed
9387f6b3-d395-40b5-9f57-dca8b623ab1c,POL44636134,2018-01-02,2018-03-03,5675.42,3926.94,1748.48,Outstanding
88744f61-975a-4a72-a4ac-e43576f3457d,POL42277112,2020-11-25,2021-04-20,6454.83,4500.78,1954.0500000000002,Paid
6d87cf6a-4896-4783-8be7-5fa8ed751b8c,POL76679730,2025-11-23,2026-01-13,5015.81,3977.48,1038.3300000000004,Paid
6adddbdf-8dee-4ced-ac76-b4d49afaa4d1,POL51448409,2019-05-15,2019-10-17,4958.37,1572.78,3385.59,Outstanding
fb58493c-1b3d-4855-ba15-a82ce8993f83,POL61091356,2024-08-22,2024-09-11,7215.76,4667.59,2548.17,Outstanding
6d1f3667-7d56-4c31-bbb0-277a69a70a6e,POL65889109,2025-02-25,2025-07-02,752.35,544.61,207.74,Paid
626c4caa-098a-4359-a414-47f2f6847340,POL05334048,2020-11-12,2021-01-18,6477.03,3387.42,3089.6099999999997,Outstanding
1bc07c44-c3d1-4b65-9d4b-42a7b51b000f,POL91281714,2024-04-24,2024-08-28,5195.02,3776.79,1418.2300000000005,Paid
4c5a5353-a627-4003-91f5-60df7ef12a05,POL93968145,2018-01-08,2018-03-10,9988.64,6018.07,3970.5699999999997,Outstanding
e0bf905d-bb52-46f7-a358-7a592fd7e3e0,POL48950193,2018-11-01,2019-03-18,8871.91,5909.33,2962.58,Closed
f676d685-5c77-4056-bac0-2643c423899e,POL64050762,2018-10-24,2019-01-26,3338.78,1860.17,1478.6100000000001,Closed
04bb33ac-550b-4085-b58a-289dc02d441a,POL68603654,2023-09-14,2023-10-28,3971.7,1522.31,2449.39,Paid
6b3616bd-4370-43fc-9a88-3886114d8b46,POL45804293,2024-09-23,2024-10-12,1547.87,421.37,1126.5,Closed
b7251215-8de6-45c8-b2e9-e0f5c088f544,POL61928712,2019-09-03,2019-11-02,6276.72,3714.42,2562.3,Outstanding
e460f3a6-d5b6-4bed-91a9-44e0b3177e2a,POL82944875,2018-05-02,2018-09-22,6062.58,1817.54,4245.04,Paid
19fd1827-90de-4b48-8980-221183c0bfad,POL39723387,2018-09-05,2018-10-26,3020.98,612.28,2408.7,Closed
591c0a51-09a5-4acd-8246-3a664e9b03ae,POL70045264,2024-05-31,2024-10-28,7373.06,4494.37,2878.6900000000005,Outstanding
89cd6d22-c549-40bb-8260-e6dbd858445c,POL82466454,2021-08-14,2021-10-31,5626.04,1226.14,4399.9,Outstanding
0f6f837e-a763-4f0c-8bcf-55b1dd3bb8a4,POL76586175,2023-10-16,2023-10-18,9748.09,6126.08,3622.01,Closed
a168c1e1-e704-49b3-bb7f-4a625d41c986,POL97931950,2025-01-23,2025-07-13,320.82,106.96,213.86,Closed
af296549-0fca-4efd-ac00-0073254f151d,POL40116757,2025-03-09,2025-05-20,5721.65,2465.51,3256.1399999999994,Closed
c701af84-dc3a-4d9a-8ddf-3cc32b609874,POL03700566,2019-01-09,2019-05-24,3291.57,2419.88,871.69,Paid
02b35e6b-1a33-478d-937c-64ca60d4cabf,POL55905350,2020-02-18,2020-04-15,7977.05,1730.79,6246.26,Closed
6ca3e2df-d1bd-4ccf-bf60-59a3d49366dd,POL47327176,2024-02-16,2024-02-22,7718.83,5890.97,1827.8599999999997,Closed
165ae712-40f1-4124-a1ec-31b4312f0283,POL02760238,2020-06-03,2020-11-22,1569.97,619.58,950.39,Outstanding
33542f8a-69e4-4c42-a5a0-a065619d07a9,POL34878083,2019-09-10,2019-11-12,3150.91,1422.75,1728.1599999999999,Outstanding
56fd16b5-ce26-4fae-a945-c00d687ca2e6,POL98742981,2019-04-21,2019-07-27,3704.47,1829.71,1874.7599999999998,Paid
3c81e591-578a-451d-923f-ede9d1e644cf,POL13521331,2023-02-14,2023-03-13,6685.57,3636.49,3049.08,Paid
04661942-00f4-4003-88dd-1fc069b78657,POL34164989,2018-07-20,2018-11-02,6315.31,3977.77,2337.5400000000004,Outstanding
e489064f-e1f7-45d9-84a5-a1be2bb23012,POL62968602,2021-04-14,2021-06-13,8385.58,2803.2,5582.38,Outstanding
31077f06-feaf-46d6-b7cd-31da145ca7f6,POL67477620,2018-06-10,2018-12-07,2916.35,1736.56,1179.79,Paid
f4fb9d1f-0911-4326-818f-0e261aa08cf6,POL36921342,2025-08-22,2025-12-04,9361.06,2515.37,6845.69,Paid
602ddd4a-a101-49a5-bbdd-7e4c4c9deede,POL41479116,2019-05-11,2019-08-29,8675.8,6696.01,1979.789999999999,Paid
305f731d-dc25-48e2-a9b2-8b7aa3c3d0d3,POL79710119,2024-06-26,2024-10-14,3290.2,792.68,2497.52,Closed
2e3f86da-a825-487c-ab39-8a5aa7066b32,POL69760471,2022-10-28,2023-02-26,9507.15,4794.15,4713.0,Paid
1185e93a-7f97-44b3-ba69-82cdd95433c9,POL88924222,2018-05-07,2018-09-06,6658.51,3599.66,3058.8500000000004,Outstanding
929204d3-7b79-4b88-b6a9-e611f96ea7cf,POL21933823,2023-08-19,2023-12-17,802.56,242.67,559.89,Paid
7696429d-9fd3-4b36-bc2f-341840fc6f6c,POL51163166,2018-10-19,2019-03-23,2545.57,1026.89,1518.68,Paid
91d0fcac-cbd2-4ab3-b890-a401b711d017,POL66715247,2022-04-21,2022-08-29,6099.34,1732.84,4366.5,Outstanding
b4f624b2-c213-4c32-b172-4f3ae107fda5,POL87172476,2025-03-15,2025-09-05,4618.48,3499.65,1118.8299999999995,Outstanding
a9e9064b-5978-4650-a2f6-6e6acbdab87b,POL19795511,2022-12-03,2022-12-10,8175.19,1682.76,6492.429999999999,Paid
4d2f7851-d534-4fec-a209-16687ce6e1e5,POL79039856,2023-12-14,2024-02-03,401.59,299.29,102.29999999999995,Outstanding
d39e7eea-1b2e-4870-be3a-493cccdb7ea2,POL62720906,2018-06-20,2018-08-04,524.42,276.41,248.00999999999993,Paid
35715c8c-a5cd-4289-811f-3656fbb99677,POL01296129,2021-06-17,2021-07-20,4156.62,1308.0,2848.62,Paid
35c8db30-e932-40c4-97d8-37b1aa4db20a,POL26054703,2020-03-13,2020-08-26,2521.06,1608.53,912.53,Closed
54f0a6ff-66e4-4601-9bc0-3f43a8ef378a,POL32969459,2019-08-04,2019-11-19,4797.05,2423.23,2373.82,Paid
e124973f-c3fe-4e32-a32b-44d9b56d8a96,POL53003006,2024-06-27,2024-12-10,2208.72,1393.33,815.3899999999999,Outstanding
663fd675-c094-402a-adcc-84f2965fbcf4,POL32399756,2019-05-23,2019-10-15,9415.71,5264.64,4151.069999999999,Closed
f9b91d6d-5bdc-4cd5-9523-43043e701318,POL82858942,2025-06-30,2025-11-16,1602.04,1172.79,429.25,Paid
50876add-6d46-490c-ac7f-8bc071344be9,POL86669543,2021-06-15,2021-06-20,8554.36,3638.27,4916.09,Paid
d566a6ec-bbe3-47bc-8cfd-a5ddcc5ce6c9,POL55771509,2024-10-23,2024-11-30,2253.87,774.7,1479.1699999999998,Outstanding
78945913-e43a-488b-8505-5316a02ded4f,POL45946061,2022-11-03,2022-12-06,7454.95,2172.1,5282.85,Paid
f24bb6a1-7ccd-4672-88cb-ddfb09da0478,POL47965499,2018-07-29,2018-12-26,156.52,106.24,50.280000000000015,Closed
bb33acc2-5279-4416-b2aa-8a9523b26fcf,POL29858061,2019-03-13,2019-05-28,9973.43,5915.32,4058.1100000000006,Outstanding
a34b4c55-de72-42e8-a0f2-f3530bd11e28,POL80766986,2018-07-25,2018-08-22,3464.21,1896.07,1568.14,Outstanding
3e5f4257-e864-462e-b325-37deb7741464,POL42592115,2023-10-20,2023-11-26,3996.66,1647.68,2348.9799999999996,Outstanding
b03e1682-2038-4985-9327-ff924fb19e7b,POL17908658,2018-05-22,2018-09-27,9014.65,4692.38,4322.2699999999995,Closed
bd291649-b378-4f34-abe1-95661d58f689,POL53644971,2022-02-21,2022-08-15,5850.58,4049.31,1801.27,Paid
67ec6110-6098-4773-99c3-f05c24eb4a54,POL42590139,2019-02-22,2019-03-24,9602.23,5965.21,3637.0199999999995,Closed
6e1d901f-5baf-45e0-be55-feba7da48a3d,POL67922164,2024-06-23,2024-08-22,7432.92,4573.67,2859.25,Paid
7b8c353e-0f88-4745-abf6-103ab52ba736,POL84507207,2019-04-08,2019-05-28,5408.54,3381.25,2027.29,Outstanding
240f0f68-8f30-40f1-9425-9a3d87bf4ac3,POL45953536,2021-08-22,2022-01-23,7454.43,1846.63,5607.8,Outstanding
82719a6d-7d67-4e8f-8642-e7b2c36d9239,POL35618674,2020-04-27,2020-09-28,1875.4,1163.94,711.46,Closed
f47849d6-8fdf-4a29-af81-86a43e0308ef,POL26761492,2022-07-04,2022-10-07,3431.14,1697.91,1733.2299999999998,Closed
71c1f050-b7d4-44ba-9f10-bf7c6a99b9d4,POL19365120,2022-06-17,2022-12-11,2971.28,1366.16,1605.1200000000001,Paid
db26dbfe-e7c8-48a7-a596-d5dc45db2a56,POL01008738,2023-08-31,2023-08-31,9946.95,5248.61,4698.340000000001,Paid
f12f40ac-a867-4a4e-aafd-03efbfd833c1,POL29590140,2020-02-08,2020-05-01,3717.18,2432.93,1284.25,Outstanding
259784ea-cf62-4664-a6d8-fa27d89c1b3b,POL67022777,2023-10-18,2023-10-29,6276.31,1466.96,4809.35,Outstanding
72b5e3ef-6b56-4278-8fe7-48f9de742864,POL32009541,2025-12-17,2025-12-20,9554.64,5829.35,3725.289999999999,Closed
be160aa8-688e-4d18-b87d-b96a80bdaa83,POL49322777,2024-10-13,2025-01-05,4026.31,2840.88,1185.4299999999998,Closed
d7d67b8e-d5ec-43ba-8dfc-bab6947d1ded,POL13929882,2021-09-15,2021-12-05,8571.31,5259.91,3311.3999999999996,Closed
a78ce8ff-a107-4001-9a0f-dfe31a2888bc,POL25037076,2020-12-18,2021-01-30,4506.48,1903.77,2602.7099999999996,Outstanding
72235139-a0d0-4c38-87d3-b5c96b955d06,POL73505938,2022-03-21,2022-09-02,2936.94,2250.61,686.3299999999999,Outstanding
11ea68e0-44c9-4b89-8831-bd55b4956971,POL35299122,2023-10-16,2024-02-17,5121.72,2891.63,2230.09,Paid
d0513acc-b1e8-445c-ad6b-1186b08c7b2b,POL35267717,2019-01-21,2019-05-25,5081.11,3904.63,1176.4799999999996,Closed
f6b858f1-a379-4f1f-a6eb-798a4e93a27a,POL82187698,2023-01-08,2023-04-01,5004.14,1105.58,3898.5600000000004,Closed
63c09a7b-ea18-4764-b9f0-89e591581243,POL62573305,2021-08-27,2021-12-26,3631.35,2102.57,1528.7799999999997,Outstanding
72630967-9064-402d-9bfd-72fa636e391d,POL80147479,2020-08-04,2020-11-07,732.46,458.95,273.51000000000005,Closed
d7a1cc78-b457-4d84-a63b-6a9f506271d7,POL40626982,2018-03-25,2018-06-16,6508.36,3503.51,3004.8499999999995,Paid
29c3c496-ed79-4dde-9703-f2cc36047065,POL10664129,2023-11-13,2024-03-29,796.85,438.59,358.26000000000005,Closed
827dcf10-b560-475b-ab74-1f9ae184d064,POL28509217,2022-12-13,2023-02-08,4361.98,2912.1,1449.8799999999997,Paid
442a6cad-8191-4c2e-bbb6-3812ba4a02f5,POL78441089,2022-10-18,2022-12-27,7932.21,2571.45,5360.76,Paid
37641b62-a11c-431c-a986-3fd9592af362,POL45154481,2021-10-03,2022-02-01,1753.96,1063.53,690.4300000000001,Outstanding
cc09d333-1f4c-4b0b-bb61-fbafdc591662,POL32529308,2025-01-20,2025-04-27,2813.07,1014.05,1799.0200000000002,Paid
25a32507-1e3c-4275-9419-17e793447239,POL50203182,2022-08-16,2023-02-10,9090.6,3428.63,5661.97,Closed
e64cf7d8-7a98-4f2f-a41d-e575d6a92468,POL65095450,2021-08-10,2022-01-28,1293.14,622.89,670.2500000000001,Closed
4ada3c36-9d24-4a81-ba86-db7c7dfe9d0b,POL28465403,2023-08-05,2023-10-03,8536.47,5281.05,3255.419999999999,Closed
1bf875b9-f3f8-4aa0-9ca1-9e3d943644f0,POL87016074,2020-01-28,2020-06-10,2224.65,952.95,1271.7,Paid
df0a32c6-0f9e-407f-812c-381e6dd4ed38,POL51795720,2021-11-14,2021-12-11,6926.76,4629.91,2296.8500000000004,Closed
210eef3a-82c8-4c89-9b7b-f6be3404c205,POL89760995,2019-05-26,2019-09-05,3392.6,786.53,2606.0699999999997,Outstanding
30e19700-4cb2-407d-ba4e-1268f3867d2b,POL58844723,2022-02-28,2022-06-11,9957.13,7426.31,2530.819999999999,Paid
fce63a33-0275-4317-818f-a3ff39240d70,POL76137504,2019-03-30,2019-08-18,5942.13,1352.57,4589.56,Outstanding
3395e90f-5bb5-4533-b111-75c881b83d83,POL28365169,2018-12-29,2019-01-22,1712.4,893.04,819.3600000000001,Outstanding
aa1a9a1f-0332-4a49-87eb-da72ed437145,POL91553544,2023-05-08,2023-10-27,485.74,304.78,180.96000000000004,Outstanding
d14a67d3-c4a4-4f1e-9354-ec6be84923d1,POL93420633,2020-08-18,2021-01-23,2597.01,1258.93,1338.0800000000002,Closed
c46d93f6-ef94-4624-82b3-9fbd32dfa123,POL51585572,2019-01-29,2019-07-07,7092.28,3196.83,3895.45,Paid
948465c4-99ab-42e2-88f8-93cb359d6b68,POL23730071,2022-12-08,2023-04-14,7586.91,5586.03,2000.88,Outstanding
82a37592-3e53-4ecb-b25f-01675f105de2,POL38838758,2024-09-28,2025-01-14,2776.63,2125.63,651.0,Closed
9538c770-d849-4921-8ec9-483195285433,POL67870167,2019-05-02,2019-08-14,4432.54,2407.87,2024.67,Paid
4ee3f414-fef2-4ad7-9c0d-ff11c747b7f5,POL56214819,2022-11-02,2023-04-27,4951.36,2695.82,2255.5399999999995,Closed
57bc5deb-0bcb-4a1f-92cc-deb0e58306b1,POL78457702,2018-04-07,2018-04-07,6017.59,1372.76,4644.83,Paid
a12e0f5c-9ee1-49ad-94cc-defd63f184b7,POL77392859,2021-09-28,2022-01-09,1757.25,730.1,1027.15,Closed
84078025-831f-4ceb-8015-b6d4467d98d8,POL26108159,2024-11-30,2025-03-18,2571.77,1214.4,1357.37,Closed
5a3be03d-d889-424a-8178-53a6db2839bd,POL77521829,2025-10-31,2026-01-03,8018.12,5010.95,3007.17,Closed
c0c02a57-823a-4e67-86f0-b79a45696c36,POL41160382,2019-07-13,2019-12-03,9503.83,3049.48,6454.35,Paid
b807fdf7-317d-4c14-b967-b75d784b10b7,POL09592299,2018-03-25,2018-04-11,4009.34,2005.37,2003.9700000000003,Outstanding
a595c242-6e90-4867-ac0c-593d0673bf9f,POL73767406,2024-07-24,2024-08-12,5732.56,4333.07,1399.4900000000007,Paid
d2edd57a-523c-422a-ad9a-7b05956f7d44,POL08965679,2021-01-25,2021-03-04,5341.19,2903.95,2437.24,Paid
67a4a0a9-4cb7-40d4-80d8-da03b311c39c,POL59010244,2025-07-20,2025-10-21,6761.23,3718.53,3042.6999999999994,Outstanding
7cb5dc8f-daba-4ebe-b360-96bbb4985df5,POL71586298,2021-11-06,2022-04-11,7428.88,4881.46,2547.42,Paid
600a15e2-c900-4985-8d7b-5801c410fdd5,POL42894068,2022-08-18,2022-09-20,9386.78,3582.36,5804.42,Paid
4af4c135-b33f-46ff-95ce-a2edaa069e2c,POL58370905,2020-12-25,2021-04-22,1407.03,888.16,518.87,Paid
31513d0a-b3c5-4b96-943d-3f0a7eb6a81f,POL10752763,2025-04-21,2025-10-13,9878.95,4819.45,5059.500000000001,Paid
84995481-3baa-4ce6-9b1a-1e01c0ad7428,POL16301056,2025-11-02,2026-02-01,8402.51,3129.75,5272.76,Closed
c820f0f5-da8b-4d6a-9299-255249a2c5b7,POL41303331,2021-08-09,2021-12-15,7097.93,4843.55,2254.38,Paid
7ab9673f-f46e-4661-a0b0-16877bfacc88,POL00297869,2018-05-06,2018-10-18,4018.1,3026.35,991.75,Paid
155225d5-c196-4344-9bad-b08b7410ecb3,POL09971648,2022-06-19,2022-11-24,6611.44,2962.93,3648.5099999999998,Outstanding
ddcf9c2f-c692-4390-a694-40a91be53014,POL20579909,2018-06-22,2018-07-06,8739.33,4641.3,4098.03,Outstanding
723b657d-fb08-4e7f-9fc7-f0b2e4c83424,POL77318288,2025-07-21,2025-10-10,3797.14,988.01,2809.13,Outstanding
22761211-26bf-4839-b3cf-f064c2ee6b4a,POL92998560,2019-08-25,2019-09-09,3412.97,1079.4,2333.5699999999997,Closed
0dcb1b68-19d7-4244-a0a7-ce9ebc737740,POL11769315,2024-06-15,2024-09-27,2204.88,1296.08,908.8000000000002,Outstanding
5a0a6767-02ab-4683-baf1-2dbde9b6de05,POL00278582,2019-02-07,2019-05-06,3914.05,1157.18,2756.87,Closed
0ab3be03-997c-4fa5-9449-2b308bf01803,POL26859972,2018-09-20,2019-02-08,8860.29,5797.85,3062.4400000000005,Outstanding
2b5c2541-b0b3-4398-92e3-9103685d5da6,POL47815201,2022-09-24,2023-03-23,347.93,131.56,216.37,Outstanding
706db9fb-6872-4aba-b548-1ef002209ef3,POL89018008,2025-04-23,2025-04-25,1928.51,673.4,1255.1100000000001,Outstanding
3e5ca1c4-c582-4315-8bd3-5c241340dab6,POL54973736,2022-03-16,2022-04-16,9983.84,2318.97,7664.870000000001,Paid
eb346d39-60a8-436b-b3e6-42d71f76fd7e,POL11447865,2019-03-12,2019-05-14,2602.29,1438.13,1164.1599999999999,Paid
7378d246-cc1a-4311-92b9-3c024b0d2649,POL38995347,2018-01-10,2018-02-19,2903.99,1914.38,989.6099999999997,Paid
68780949-9f91-4dd2-a815-6cb411a639fb,POL74998475,2024-02-25,2024-04-30,8855.82,2040.93,6814.889999999999,Paid
2482b178-61e2-4075-9c90-25175cad0f38,POL36191353,2022-04-22,2022-06-22,7767.91,3420.11,4347.799999999999,Closed
11f18ffe-a4b0-4481-9a40-48bcb5e192d4,POL75777896,2023-01-07,2023-06-30,6766.7,4132.85,2633.8499999999995,Outstanding
